점포명,주소,전화번호
삼거리상회,경상남도 통영시 도산면 법송리 1233-1,055-643-9240
마트클럽MBC점,전라남도 목포시 용당동 1101-1 1층,061-278-7236
무성그린슈퍼,경상북도 칠곡군 왜관읍 석전리 771-4,054-971-8357
아이엠할인마트,"전라남도 목포시 대양동 527 상가 104호, 103호일부",061-284-9910
카라마트,전라남도 목포시 상동 147,061-277-5239
꿈동산마트,전라남도 목포시 상동 1019,061-282-4560
대송지하슈퍼,울산광역시 동구 대송동 136,052-251-4729
우미2차쇼핑,전라남도 목포시 옥암동 우미2차 상가 101호,061-283-5212
시영마트,전라북도 익산시 서동로21길 13(마동) 14동 103,063-854-7833
SBS 편의점,충청북도 충주시 이류면 검단리 78-7,043-854-0120
굴다리슈퍼,서울특별시 구로구 가리봉동 2-137,
유원하나슈퍼마켓,"충추시 갱고개로 114,101호",043-852-3867
드림할인마트,전라남도 목포시 산정동 1285 삼학타운상가 2동 108호,061-276-4648
코사마트카도점,전라남도 목포시 동명동 86번지,061-242-1619
나들가게코사마트,"전라북도 군산시 서수면 탑천로 602 , 1층",063-453-3225
동현유통,경상북도 칠곡군 왜관읍 왜관리 785-74,054-971-1540
신용상사,전라남도 목포시 연산로17번길 2(산정동) .,061-277-3711
한일뉴마트,경기도 시흥시 정왕3동 한일아파트 한일뉴마트,
송백할인마트,대구광역시 동구 도동 2-4번지,053-984-9099
코사마트 모현점,"전라북도 익산시 모현동1가 택지개발지구3블록상가103호,104호",063-843-8492
우리들공업탑점,울산광역시 남구 수암로 11 (신정동),052-258-1909
고은슈퍼,서울특별시 용산구 원효로3가 96-2,02-707-3196
경남마트,서울특별시 구로구 고척2동 306경남상가201호,02-2616-7455
신나리유통,경상북도 구미시 거의동 신나리아파트상가109-103,054-475-4677
재신슈퍼,경기도 의정부시 가능3동 697-59번지,031-873-2611
아리랑슈퍼,경기도 성남시 중원구 상대원동 3677,031-744-7935
현대마트,서울특별시 용산구 신창동 88-2호,02-712-8211
현대마트,서울특별시 용산구 신창동 88-2호,02-712-8211
김포슈퍼,경기도 의정부시 신촌로53번길 10 (가능동) 김포슈퍼,031-872-9912
선경슈퍼,경기도 성남시 수정구 단대동 6 상가3호,031-732-9365
다모아편의점,서울특별시 중구 광희동1가 30번지,02-2264-9772
진흥더블마트,전라북도 전주시 덕진구 호성동1가 851 진흥상가 21,063-242-0735
아이마트,전라북도 전주시 덕진구 호성동1가 756-16,063-245-0208
광진하이퍼마트,전라북도 전주시 완산구 중화산동2가 190 광진아파트 상가 1층 1-2,063-224-3501
부영마트,전라남도 여수시 문수동 456-10,061-653-7698
한아름마트,서울특별시 용산구 용문동 1-86,02-3272-2333
신일알뜰쇼핑,전라북도 전주시 완산구 삼천동1가 705-4,063-222-3469
플러스마트,서울특별시 구로구 오류동 338동부골든아파트상가,02-2688-6661
건영할인마트,대구광역시 달성군 다사읍 서재리 와룡건영캐스빌 상가 1층,053-587-4422
수정마트,경상남도 거제시 일운면 구조라리 97,055-681-1266
일심슈퍼,경상북도 상주시 함창읍 구향리 205,054-541-3235
서남유통,대구광역시 달서구 감삼동 60-1,053-563-3570
동아유통,서울특별시 구로구 신도림동 동아아파트 동아1차아파트상가 101호,02-2635-7647
그린마트,서울특별시 금천구 시흥동 790-61번지,02-809-8096
아날마트,강원도 태백시 황지동 677 아름다운나날apt 아날마트,033-553-4568
대중마트,전라남도 여수시 신기동 신기아파트 1단지 101호,061-681-5311
유림슈퍼,전라남도 목포시 용해동 713,061-276-0023
동아슈퍼,전라남도 완도군 군외면 불목리 327-5,061-552-6824
신화할인마트,"전라남도 여수시 신기동 신화아파트 1,2,3호",061-685-1022
중앙마트,전라남도 여수시 중앙동 301,061-665-7191
평화마트,광주광역시 서구 화정로 277(농성동) 1층,062-522-8188
성보촌매점,경상북도 문경시 호계면 상무로 377 .,054-554-7922
현아마켓,경상북도 문경시 새동네3길 11 (모전동),054-552-9980
현우마트,전라남도 영광군 영광읍 남천리 330-15,061-353-6729
돔베낭길농수산편의점,제주도 서귀포시 호근동 1593,064-739-5064
읍부리상회,경상북도 예천군 용궁면 읍부리 171-4,054-653-6265
럭키슈퍼,전라남도 나주시 남외동 156,061-332-3737
서울슈퍼,경상북도 문경시 흥덕동 796 창신상가 1층,054-553-1577
대동슈퍼,경상북도 문경시 점촌동 253-4,054-555-4278
광장편의점,"경기도 의정부시 서광로 135(산곡동,센터프라자) 1층 114호",031-829-2989
가족사랑마트,전라남도 여수시 신기동 75-1,061-686-7785
부곡마트,전라북도 전주시 덕진구 덕진동1가 1266-7,063-275-2955
농심가 본오공판장,경기도 안산시 상록구 본오동 935-1,031-409-1395
마트클럽신안점,광주광역시 북구 신안동 481-5,062-529-0009
군문에스마트,경기도 평택시 군문동 주공아파트 2상가 지하 1호,031-618-6555
백송수퍼,경기도 남양주시 일패동 99-13,031-595-6977
현대슈퍼센터,충청북도 청주시 흥덕구 모충동 251-1 형석아파트상가 나-102,043-283-6681
럭키마트,경기도 수원시 팔달구 매산로3가 106-5,031-214-5950
나들가게,경기도 시흥시 정왕동 2164-2 메가폴리스 B동 124호,031-498-7889
대구마트,전라남도 나주시 이창동 517-1,061-333-6838
제일마트,전라남도 나주시 남내동 106번지,061-337-1371
웰스할인마트,충청남도 천안시 동남구 다가동 26-1 103~105호,041-566-2781
종합슈퍼,전라남도 여수시 둔덕동 주공상가 101호,061-651-5449
신선마트,전라남도 담양군 대전면 대치리 380-1,061-382-7702
호야마트,서울특별시 중랑구 중화동 321-101,02-2208-7645
대동슈퍼,충청북도 제천시 덕산면 약초로3길 3 대동슈퍼,043-642-3006
오렌지25,경기도 고양시 일산서구 일산1동 555-1 양우에이스스타디움 109,
코사마트25시,경기도 고양시 일산동구 마두동 802-1 104,
코사마트조아라,경기도 고양시 일산서구 주엽1동 38 경남분산상가101,
대우할인마트,경상북도 구미시 구평동 1B4L,054-471-8830
우성하이퍼,경기도 고양시 일산서구 대산로 184(주엽동) 문촌마을 상가동106,
동성마트,"경기도 용인시 수지구 죽전2동 501 동성1차@상가 111,112호",031-263-7484
쌩큐마트,경상북도 구미시 옥계동 795-3,054-474-8774
싱싱마트,"경기도 성남시 분당구 삼평동 동판교로 212, 101(나상가)",031-707-3304
가야슈퍼,대구광역시 달서구 송현동 195-2,053-621-4398
국제할인마트,전라남도 여수시 신기남1길 23-1 (신기동) 국제할인마트,061-683-1848
탑할인마트,경상북도 구미시 진평동 61B1-1L,054-473-7809
사랑마트,대구광역시 수성구 범어동 1456,053-742-4767
007마트 원대시장점,대구광역시 서구 원대동3가 1434-10,053-358-1355
주공하이마트,경기도 안산시 단원구 선부동 1083 10단지상가 101,031-487-0101
럭키마트,경기도 안산시 상록구 부곡동 666 1층,031-501-3371
동서마트,경기도 의정부시 의정부2동 586-1 101호,031-871-9730
신대림 슈퍼,경기도 남양주시 금곡동 167-25,031-592-9600
미라보 슈퍼,경기도 남양주시 금곡동 399-63,031-591-1960
동남할인마트,대구광역시 서구 평리6동 614-24,053-556-4632
대현마트,경기도 남양주시 금곡동 406-1,031-592-0341
코사마트승마점,대구광역시 남구 대명11동 1558-20,053-627-6471
신도마트,경기도 남양주시 금곡동 776 이화신도브래뉴 상가 101,031-515-5440
정마트,전라북도 전주시 완산구 서신동 6-22,063-276-1550
와이마트,전라북도 전주시 완산구 서신동 288-12,063-277-1351
나들신신마트,전라북도 전주시 완산구 서노송동 639-16,063-254-0934
하늘채 할인마트,대구광역시 달서구 진천동 467-10,053-637-3210
두꺼비마트,경기도 안산시 단원구 고잔동 665-1 신원연립상가지층,031-410-3860
홈마트 대명점,대구광역시 남구 대명동 1695-1,053-622-3522
대한슈퍼,대구광역시 달서구 성당동 641-2,053-651-7607
중국식품,경기도 안산시 단원구 원곡동 758-9호,031-494-1319
해피홈마트,대구광역시 달서구 상인동 1452-1,053-642-2611
킹마트,대구광역시 달서구 죽전동 364-35,053-523-9998
대경마트,대구광역시 북구 동천동 880-1,053-322-2606
보라유통,대구광역시 달서구 상인동 1107-1 보라맨션상가 2동 105,053-641-3068
싱싱할인마트,경기도 안산시 단원구 선부동 1091-16 1층,031-411-9915
수암할인마트,경기도 안산시 상록구 장상동 534-5 1층,031-480-7258
1004마트,전라남도 신안군 암태면 중부로 1822,061-271-4008
코사마트에이데이,전라남도 목포시 산정동 1781-1,061-277-3002
성산마트,전라남도 순천시 매곡동 119-9 1층,061-755-8035
남양마트,광주광역시 광산구 월계동 남양아파트상가 101,062-972-1355
코사마트대구유통,대구광역시 남구 대명5동 166-2,053-621-7066
다파라마트,경상북도 구미시 인동가산로 39 (인의동 374-2),
코사마트,대구광역시 서구 내당동 360-8,053-522-2415
코사마트 원마트점,대구광역시 남구 대명동 1597-13,053-654-6255
알뜰마트,전라남도 무안군 무안읍 성남2길 5 .,061-453-2493
대구할인마트,대구광역시 서구 원대동3가 1434-19,053-358-5037
코사마트대신점,전라남도 목포시 상동 300-1 주공아파트 1단지 내,061-277-1263
대지상회,충청남도 보령시 대천동 618-132,041-935-4531
일출봉정육점슈퍼,강원도 속초시 조양동 1377-14,033-633-7521
바다E마트,충청남도 보령시 신흑동 1397,041-934-0775
코사마트 선부점,경기도 안산시 단원구 지곡로4길 31(선부동) 1층,031-401-9493
일마트,대구광역시 남구 대명동 9동 446-17,053-621-3819
흥화그린마트,충청남도 보령시 보령북로 195(대천동) 상가동동 203호,041-935-8808
준할인마트,전라남도 목포시 산정동 1371-1,061-244-7385
해피마트,경상북도 영천시 창구동 95-3,054-334-5492
번창마트,경기도 파주시 적성면 마지리 46-2,031-959-4688
번창마트,경기도 파주시 적성면 마지리 46-2,031-959-4688
007마트노원점,대구광역시 북구 노원동2가 4-9번지,053-354-1250
대명마트,전라북도 군산시 산북동 3579-1,063-465-3134
코사마트 명곡점,대구광역시 달성군 화원읍 명곡리 미래빌2단지 1층 101,053-644-1233
만보그린마트,충청남도 보령시 동대동 983-54 구상가 A-16,041-935-9249
코스코마트,광주광역시 남구 봉선동 1004-8,062-652-3730
코사마트용봉점,광주광역시 북구 용봉동 627-21,062-527-4991
광성체인,충청북도 충주시 지현동 1800-6,043-844-2592
가야할인마트,대구광역시 동구 불로동 990-9,053-985-1495
삼호할인마트,경기도 시흥시 대야동 478번지 삼호상가,
용인슈퍼,경기도 안산시 상록구 일동 655-7 .,031-406-3068
월드마트,광주광역시 남구 주월동 979-1 1층,062-675-8460
우미수퍼,광주광역시 서구 풍암동 우미아파트 상가 118-101,062-681-0435
코사마트장미점,대구광역시 달서구 상인동 1591 상가 4~5호,053-642-0117
해피슈퍼,대구광역시 동구 동호동 97-5,053-961-0448
보령슈퍼,충청남도 보령시 대천동 618-58,041-935-3828
코사마트 알뜰점,대구광역시 남구 대명동 2032-5,053-475-1532
우방코사마트,대구광역시 달성군 다사읍 서재리 서재우방타운 우방타운상가 209-102,053-585-5882
예스마트,경기도 안산시 단원구 고잔동 716-2,031-439-9320
백학마트,"전라북도 군산시 하나운로 48, 상가동 1층 113호 (나운동, 롯데3차아파트)",063-467-2113
축복할인마트,전라북도 군산시 청소년회관로 51(송풍동) .,
대경마트,대구광역시 북구 태전동 936-1 한신중앙아파트제상가동 201호,053-261-7747
신우유통,대구광역시 북구 동천동 889 칠곡우방하이츠 206/101,053-326-5464
자연숲마트,광주광역시 남구 서문대로556번길 6(송하동) A동 103~105(삼익아파트상가),062-675-6023
대우청과,전라북도 군산시 삼학동 대우아파트 상가 108,063-465-5333
금광마트,광주광역시 남구 진월동 392,
럭키마트,대구광역시 북구 읍내동 1355-8,053-324-3945
성원마트,대구광역시 북구 복현동 427-2,053-939-9007
성원마트,대구광역시 북구 복현동 427-2,053-939-9007
라인동산마트,"광주광역시 서구 치평동 라인동산아파트 상가 101-111,112",062-373-8070
어울림할인마트,광주광역시 서구 상무공원로 51(치평동) 상가1층 106호,062-373-1464
대구할인마트,대구광역시 동구 방촌동 1084-125,053-984-7657
유니온마트,대구광역시 북구 태전동 1042-17,053-321-8905
한국마트,"광주광역시 서구 금화로115번길 9 (금호동, 한국아파트)",062-382-6060
광명슈퍼,경기도 안산시 상록구 사동 1310-1,031-409-1413
우리마트,대구광역시 남구 대명5동 145-2,053-627-0117
코스코마트,광주광역시 서구 풍암동 1096 삼환아파트상가동 101호,062-682-2300
쌩큐마트,대구광역시 서구 통학로38길 15-3(평리동) .,053-563-4268
그랜드마트,"인천광역시 서구 원적로7번길 4, 1층 109-1호(가좌동,해담파크뷰)",032-572-5649
하임마트,광주광역시 서구 쌍촌로47번길 17 (쌍촌동),
영남유통,대구광역시 달서구 용산동 914번지,053-521-8882
양경슈퍼,충청남도 서산시 고북면 기포리 302-4,041-663-1742
승우할인마트,대구광역시 남구 대명동 2239-8,053-654-0195
한아름 마트,경기도 안산시 단원구 와동 764-12,031-411-8013
태원마트,대구광역시 달서구 도원동 1439-4,053-643-5343
경북유통,대구광역시 서구 평리6동 623-18,053-571-5666
에스마트,전라남도 목포시 항동 1-1,061-242-8988
에스마트,전라북도 군산시 조촌동 782-7,063-442-5585
성서1주공할인마트,"대구광역시 달서구 신당동 성서주공1단지아파트 106, 107",053-588-4524
